Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,head_pitch_joint_dof,head_yaw_joint_dof,telescopic_lift_joint_dof,right_joint1_dof,right_joint2_dof,right_joint3_dof,right_joint4_dof,right_joint5_dof,right_joint6_dof,right_joint7_dof,right_gripper_joint1_dof,right_gripper_joint2_dof,left_joint1_dof,left_joint2_dof,left_joint3_dof,left_joint4_dof,left_joint5_dof,left_joint6_dof,left_joint7_dof,left_gripper_joint1_dof,left_gripper_joint2_dof
148,2.943068265914917,1.8772549629211426,94.26118469238281,1.9053461097325808,-20.248067701287475,-79.22332918892216,3.9143274,-1.668374,10.7182665,0.0,0.0,78.06036213493348,-6.396975,74.44211,68.73861,7.4580207,-103.49119,2.4837816,-0.10463355,0.0,0.0,8.18683,75.325584,-68.54281,19.072884,-64.615486,2.507014,-0.103012435,0.0,0.0
149,3.060943365097046,1.6564477682113647,94.26518249511719,1.7909508451604625,-19.15450708479392,-79.1175364161391,1.4608258,-1.4558971,4.5530834,0.0,0.0,78.05339435195924,-14.040879,80.86088,67.88,1.6000698,-103.5241,2.8845868,0.09127209,0.0,0.0,11.917968,76.084595,-69.12779,18.56332,-67.30952,2.4014897,-0.109160334,0.0,0.0
150,3.1553800106048584,1.584598422050476,94.37329864501953,1.7730861873190473,-16.451711723947454,-78.88594700612397,-1.0919662,-1.8332047,-2.7759624,0.0,0.0,78.02491525268556,-21.275944,86.75098,70.698875,-2.6423438,-103.27182,2.8604271,0.20855057,0.0,0.0,16.251944,76.63826,-69.12805,18.171572,-70.50784,2.1511831,-0.11283078,0.0,0.0
151,3.2284979820251465,1.6214665174484253,94.44384002685547,2.003056047915578,-15.917554625316896,-78.95647872332687,-2.987145,-2.650998,-4.261824,0.0,0.0,78.01217177963258,-25.982891,91.20766,74.54767,-3.5205984,-101.100655,2.6170704,0.17995097,0.0,0.0,18.94967,77.316956,-70.92196,19.07286,-71.59373,1.8657728,-0.11199799,0.0,0.0
152,3.2103590965270996,1.7890015840530396,94.49177551269531,2.190180725244012,-15.196176228257013,-79.12907399922612,-4.1305223,-3.5489504,-5.070043,0.0,0.0,78.0016575202942,-29.337437,94.492714,78.71513,-2.4842637,-98.986244,2.351298,0.11808508,0.0,0.0,20.64839,78.20582,-73.80239,19.759588,-70.99496,1.6988437,-0.089919165,0.0,0.0
153,3.151517629623413,2.035585880279541,94.53227996826172,2.2728477023217803,-14.65565938813608,-79.80453650535972,-4.5315647,-4.141587,-4.903901,0.0,0.0,78.01724413490297,-30.88439,95.68628,80.71187,-1.0660005,-97.93069,2.181457,0.119366445,0.0,0.0,21.309015,78.79864,-76.37608,20.69317,-69.441055,1.6488483,-0.053415254,0.0,0.0
154,3.080146074295044,2.327603578567505,94.552978515625,2.3150192440094592,-14.39424402502927,-80.50604297848167,-4.6241302,-4.5650473,-4.0580916,0.0,0.0,78.0267629966736,-30.57759,94.78639,80.894585,0.16900517,-97.59386,2.0588431,0.1172732,0.0,0.0,20.987661,79.04048,-78.38955,21.118134,-67.569084,1.6824876,-0.021223249,0.0,0.0
155,3.0029730796813965,2.729414224624634,94.60398864746094,2.291050127732967,-14.224238603640929,-81.42340386010363,-4.383385,-4.8691497,-2.9468598,0.0,0.0,78.0767832145691,-28.423857,91.99323,80.05339,0.89287555,-97.610855,2.0305264,0.110625066,0.0,0.0,19.68296,78.749825,-78.89563,20.60901,-66.03142,1.7860383,-0.006161541,0.0,0.0
156,2.8378705978393555,3.1537094116210938,94.67291259765625,2.039116438816076,-13.610591613818379,-82.36155292315284,-3.7142997,-4.9321136,-2.3802586,0.0,0.0,78.17030290222169,-25.24866,88.19064,78.51799,1.3576334,-98.043,2.112988,0.034544185,0.0,0.0,18.059872,78.02483,-78.37057,19.556892,-64.531136,1.9373536,-0.0025057725,0.0,0.0
157,2.7095117568969727,3.6479082107543945,94.75341796875,1.9849218116797143,-13.296385994669528,-83.37948365913087,-3.003303,-5.273601,-1.0540998,0.0,0.0,78.26627234077455,-21.516787,83.50675,77.4941,2.0531335,-97.78521,2.2564354,-0.09584943,0.0,0.0,16.153963,76.884865,-77.36824,18.689045,-64.12772,2.1013029,-0.014301754,0.0,0.0
158,2.6219425201416016,4.164767742156982,94.79869079589844,1.9564204070965565,-13.203500086522018,-84.51364153782585,-2.0758781,-5.7221546,1.2441607,0.0,0.0,78.29680780029298,-17.611532,78.792,76.71912,3.240618,-97.63546,2.2906868,-0.17875953,0.0,0.0,14.004954,75.42158,-76.606544,18.04806,-64.147415,2.2221181,-0.048418555,0.0,0.0
159,2.6088576316833496,4.735682964324951,94.83851623535156,2.0630777553963386,-13.456964530352755,-85.8756943463193,-0.9722291,-6.268707,4.6595078,0.0,0.0,78.31079104995729,-13.664131,74.611176,75.68379,4.9727526,-97.51062,2.24447,-0.16910486,0.0,0.0,11.518658,74.13111,-76.37438,17.350449,-63.824337,2.329489,-0.08173471,0.0,0.0
